team_name,user_name,draft_position,draft_id
Fake Team 7524,Fake User 7524,4,753
Fake Team 7525,Fake User 7525,5,753
Fake Team 7526,Fake User 7526,6,753
Fake Team 7527,Fake User 7527,7,753
Fake Team 7528,Fake User 7528,8,753
Fake Team 7529,Fake User 7529,9,753
Fake Team 7530,Fake User 7530,10,753
Fake Team 7531,Fake User 7531,1,754
Fake Team 7532,Fake User 7532,2,754
Fake Team 7533,Fake User 7533,3,754
Fake Team 7534,Fake User 7534,4,754
Fake Team 7535,Fake User 7535,5,754
Fake Team 7536,Fake User 7536,6,754
Fake Team 7537,Fake User 7537,7,754
Fake Team 7538,Fake User 7538,8,754
Fake Team 7539,Fake User 7539,9,754
Fake Team 7540,Fake User 7540,10,754
Fake Team 7541,Fake User 7541,1,755
Fake Team 7542,Fake User 7542,2,755
Fake Team 7543,Fake User 7543,3,755
Fake Team 7544,Fake User 7544,4,755
Fake Team 7545,Fake User 7545,5,755
Fake Team 7546,Fake User 7546,6,755
Fake Team 7547,Fake User 7547,7,755
Fake Team 7548,Fake User 7548,8,755
Fake Team 7549,Fake User 7549,9,755
Fake Team 7550,Fake User 7550,10,755
Fake Team 7551,Fake User 7551,1,756
Fake Team 7552,Fake User 7552,2,756
Fake Team 7553,Fake User 7553,3,756
Fake Team 7554,Fake User 7554,4,756
Fake Team 7555,Fake User 7555,5,756
Fake Team 7556,Fake User 7556,6,756
Fake Team 7557,Fake User 7557,7,756
Fake Team 7558,Fake User 7558,8,756
Fake Team 7559,Fake User 7559,9,756
Fake Team 7560,Fake User 7560,10,756
Fake Team 7561,Fake User 7561,1,757
Fake Team 7562,Fake User 7562,2,757
Fake Team 7563,Fake User 7563,3,757
Fake Team 7564,Fake User 7564,4,757
Fake Team 7565,Fake User 7565,5,757
Fake Team 7566,Fake User 7566,6,757
Fake Team 7567,Fake User 7567,7,757
Fake Team 7568,Fake User 7568,8,757
Fake Team 7569,Fake User 7569,9,757
Fake Team 7570,Fake User 7570,10,757
Fake Team 7571,Fake User 7571,1,758
Fake Team 7572,Fake User 7572,2,758
Fake Team 7573,Fake User 7573,3,758
Fake Team 7574,Fake User 7574,4,758
Fake Team 7575,Fake User 7575,5,758
Fake Team 7576,Fake User 7576,6,758
Fake Team 7577,Fake User 7577,7,758
Fake Team 7578,Fake User 7578,8,758
Fake Team 7579,Fake User 7579,9,758
Fake Team 7580,Fake User 7580,10,758
Fake Team 7581,Fake User 7581,1,759
Fake Team 7582,Fake User 7582,2,759
Fake Team 7583,Fake User 7583,3,759
Fake Team 7584,Fake User 7584,4,759
Fake Team 7585,Fake User 7585,5,759
Fake Team 7586,Fake User 7586,6,759
Fake Team 7587,Fake User 7587,7,759
Fake Team 7588,Fake User 7588,8,759
Fake Team 7589,Fake User 7589,9,759
Fake Team 7590,Fake User 7590,10,759
Fake Team 7591,Fake User 7591,1,760
Fake Team 7592,Fake User 7592,2,760
Fake Team 7593,Fake User 7593,3,760
Fake Team 7594,Fake User 7594,4,760
Fake Team 7595,Fake User 7595,5,760
Fake Team 7596,Fake User 7596,6,760
Fake Team 7597,Fake User 7597,7,760
Fake Team 7598,Fake User 7598,8,760
Fake Team 7599,Fake User 7599,9,760
Fake Team 7600,Fake User 7600,10,760
Fake Team 7601,Fake User 7601,1,761
Fake Team 7602,Fake User 7602,2,761
Fake Team 7603,Fake User 7603,3,761
Fake Team 7604,Fake User 7604,4,761
Fake Team 7605,Fake User 7605,5,761
Fake Team 7606,Fake User 7606,6,761
Fake Team 7607,Fake User 7607,7,761
Fake Team 7608,Fake User 7608,8,761
Fake Team 7609,Fake User 7609,9,761
Fake Team 7610,Fake User 7610,10,761
Fake Team 7611,Fake User 7611,1,762
Fake Team 7612,Fake User 7612,2,762
Fake Team 7613,Fake User 7613,3,762
Fake Team 7614,Fake User 7614,4,762
Fake Team 7615,Fake User 7615,5,762
Fake Team 7616,Fake User 7616,6,762
Fake Team 7617,Fake User 7617,7,762
Fake Team 7618,Fake User 7618,8,762
Fake Team 7619,Fake User 7619,9,762
Fake Team 7620,Fake User 7620,10,762
Fake Team 7621,Fake User 7621,1,763
Fake Team 7622,Fake User 7622,2,763
Fake Team 7623,Fake User 7623,3,763
Fake Team 7624,Fake User 7624,4,763
Fake Team 7625,Fake User 7625,5,763
Fake Team 7626,Fake User 7626,6,763
Fake Team 7627,Fake User 7627,7,763
Fake Team 7628,Fake User 7628,8,763
Fake Team 7629,Fake User 7629,9,763
Fake Team 7630,Fake User 7630,10,763
Fake Team 7631,Fake User 7631,1,764
Fake Team 7632,Fake User 7632,2,764
Fake Team 7633,Fake User 7633,3,764
Fake Team 7634,Fake User 7634,4,764
Fake Team 7635,Fake User 7635,5,764
Fake Team 7636,Fake User 7636,6,764
Fake Team 7637,Fake User 7637,7,764
Fake Team 7638,Fake User 7638,8,764
Fake Team 7639,Fake User 7639,9,764
Fake Team 7640,Fake User 7640,10,764
Fake Team 7641,Fake User 7641,1,765
Fake Team 7642,Fake User 7642,2,765
Fake Team 7643,Fake User 7643,3,765
Fake Team 7644,Fake User 7644,4,765
Fake Team 7645,Fake User 7645,5,765
Fake Team 7646,Fake User 7646,6,765
Fake Team 7647,Fake User 7647,7,765
Fake Team 7648,Fake User 7648,8,765
Fake Team 7649,Fake User 7649,9,765
Fake Team 7650,Fake User 7650,10,765
Fake Team 7651,Fake User 7651,1,766
Fake Team 7652,Fake User 7652,2,766
Fake Team 7653,Fake User 7653,3,766
Fake Team 7654,Fake User 7654,4,766
Fake Team 7655,Fake User 7655,5,766
Fake Team 7656,Fake User 7656,6,766
Fake Team 7657,Fake User 7657,7,766
Fake Team 7658,Fake User 7658,8,766
Fake Team 7659,Fake User 7659,9,766
Fake Team 7660,Fake User 7660,10,766
Fake Team 7661,Fake User 7661,1,767
Fake Team 7662,Fake User 7662,2,767
Fake Team 7663,Fake User 7663,3,767
Fake Team 7664,Fake User 7664,4,767
Fake Team 7665,Fake User 7665,5,767
Fake Team 7666,Fake User 7666,6,767
Fake Team 7667,Fake User 7667,7,767
Fake Team 7668,Fake User 7668,8,767
Fake Team 7669,Fake User 7669,9,767
Fake Team 7670,Fake User 7670,10,767
Fake Team 7671,Fake User 7671,1,768
Fake Team 7672,Fake User 7672,2,768
Fake Team 7673,Fake User 7673,3,768
Fake Team 7674,Fake User 7674,4,768
Fake Team 7675,Fake User 7675,5,768
Fake Team 7676,Fake User 7676,6,768
Fake Team 7677,Fake User 7677,7,768
Fake Team 7678,Fake User 7678,8,768
Fake Team 7679,Fake User 7679,9,768
Fake Team 7680,Fake User 7680,10,768
Fake Team 7681,Fake User 7681,1,769
Fake Team 7682,Fake User 7682,2,769
Fake Team 7683,Fake User 7683,3,769
Fake Team 7684,Fake User 7684,4,769
Fake Team 7685,Fake User 7685,5,769
Fake Team 7686,Fake User 7686,6,769
Fake Team 7687,Fake User 7687,7,769
Fake Team 7688,Fake User 7688,8,769
Fake Team 7689,Fake User 7689,9,769
Fake Team 7690,Fake User 7690,10,769
Fake Team 7691,Fake User 7691,1,770
Fake Team 7692,Fake User 7692,2,770
Fake Team 7693,Fake User 7693,3,770
Fake Team 7694,Fake User 7694,4,770
Fake Team 7695,Fake User 7695,5,770
Fake Team 7696,Fake User 7696,6,770
Fake Team 7697,Fake User 7697,7,770
Fake Team 7698,Fake User 7698,8,770
Fake Team 7699,Fake User 7699,9,770
Fake Team 7700,Fake User 7700,10,770
Fake Team 7701,Fake User 7701,1,771
Fake Team 7702,Fake User 7702,2,771
Fake Team 7703,Fake User 7703,3,771
Fake Team 7704,Fake User 7704,4,771
Fake Team 7705,Fake User 7705,5,771
Fake Team 7706,Fake User 7706,6,771
Fake Team 7707,Fake User 7707,7,771
Fake Team 7708,Fake User 7708,8,771
Fake Team 7709,Fake User 7709,9,771
Fake Team 7710,Fake User 7710,10,771
Fake Team 7711,Fake User 7711,1,772
Fake Team 7712,Fake User 7712,2,772
Fake Team 7713,Fake User 7713,3,772
Fake Team 7714,Fake User 7714,4,772
Fake Team 7715,Fake User 7715,5,772
Fake Team 7716,Fake User 7716,6,772
Fake Team 7717,Fake User 7717,7,772
Fake Team 7718,Fake User 7718,8,772
Fake Team 7719,Fake User 7719,9,772
Fake Team 7720,Fake User 7720,10,772
Fake Team 7721,Fake User 7721,1,773
Fake Team 7722,Fake User 7722,2,773
Fake Team 7723,Fake User 7723,3,773
Fake Team 7724,Fake User 7724,4,773
Fake Team 7725,Fake User 7725,5,773
Fake Team 7726,Fake User 7726,6,773
Fake Team 7727,Fake User 7727,7,773
Fake Team 7728,Fake User 7728,8,773
Fake Team 7729,Fake User 7729,9,773
Fake Team 7730,Fake User 7730,10,773
Fake Team 7731,Fake User 7731,1,774
Fake Team 7732,Fake User 7732,2,774
Fake Team 7733,Fake User 7733,3,774
Fake Team 7734,Fake User 7734,4,774
Fake Team 7735,Fake User 7735,5,774
Fake Team 7736,Fake User 7736,6,774
Fake Team 7737,Fake User 7737,7,774
Fake Team 7738,Fake User 7738,8,774
Fake Team 7739,Fake User 7739,9,774
Fake Team 7740,Fake User 7740,10,774
Fake Team 7741,Fake User 7741,1,775
Fake Team 7742,Fake User 7742,2,775
Fake Team 7743,Fake User 7743,3,775
Fake Team 7744,Fake User 7744,4,775
Fake Team 7745,Fake User 7745,5,775
Fake Team 7746,Fake User 7746,6,775
Fake Team 7747,Fake User 7747,7,775
Fake Team 7748,Fake User 7748,8,775
Fake Team 7749,Fake User 7749,9,775
Fake Team 7750,Fake User 7750,10,775
Fake Team 7751,Fake User 7751,1,776
Fake Team 7752,Fake User 7752,2,776
Fake Team 7753,Fake User 7753,3,776
Fake Team 7754,Fake User 7754,4,776
Fake Team 7755,Fake User 7755,5,776
Fake Team 7756,Fake User 7756,6,776
Fake Team 7757,Fake User 7757,7,776
Fake Team 7758,Fake User 7758,8,776
Fake Team 7759,Fake User 7759,9,776
Fake Team 7760,Fake User 7760,10,776
Fake Team 7761,Fake User 7761,1,777
Fake Team 7762,Fake User 7762,2,777
Fake Team 7763,Fake User 7763,3,777
Fake Team 7764,Fake User 7764,4,777
Fake Team 7765,Fake User 7765,5,777
Fake Team 7766,Fake User 7766,6,777
Fake Team 7767,Fake User 7767,7,777
Fake Team 7768,Fake User 7768,8,777
Fake Team 7769,Fake User 7769,9,777
Fake Team 7770,Fake User 7770,10,777
Fake Team 7771,Fake User 7771,1,778
Fake Team 7772,Fake User 7772,2,778
Fake Team 7773,Fake User 7773,3,778
Fake Team 7774,Fake User 7774,4,778
Fake Team 7775,Fake User 7775,5,778
Fake Team 7776,Fake User 7776,6,778
Fake Team 7777,Fake User 7777,7,778
Fake Team 7778,Fake User 7778,8,778
Fake Team 7779,Fake User 7779,9,778
Fake Team 7780,Fake User 7780,10,778
Fake Team 7781,Fake User 7781,1,779
Fake Team 7782,Fake User 7782,2,779
Fake Team 7783,Fake User 7783,3,779
Fake Team 7784,Fake User 7784,4,779
Fake Team 7785,Fake User 7785,5,779
Fake Team 7786,Fake User 7786,6,779
Fake Team 7787,Fake User 7787,7,779
Fake Team 7788,Fake User 7788,8,779
Fake Team 7789,Fake User 7789,9,779
Fake Team 7790,Fake User 7790,10,779
Fake Team 7791,Fake User 7791,1,780
Fake Team 7792,Fake User 7792,2,780
Fake Team 7793,Fake User 7793,3,780
Fake Team 7794,Fake User 7794,4,780
Fake Team 7795,Fake User 7795,5,780
Fake Team 7796,Fake User 7796,6,780
Fake Team 7797,Fake User 7797,7,780
Fake Team 7798,Fake User 7798,8,780
Fake Team 7799,Fake User 7799,9,780
Fake Team 7800,Fake User 7800,10,780
Fake Team 7801,Fake User 7801,1,781
Fake Team 7802,Fake User 7802,2,781
Fake Team 7803,Fake User 7803,3,781
Fake Team 7804,Fake User 7804,4,781
Fake Team 7805,Fake User 7805,5,781
Fake Team 7806,Fake User 7806,6,781
Fake Team 7807,Fake User 7807,7,781
Fake Team 7808,Fake User 7808,8,781
Fake Team 7809,Fake User 7809,9,781
Fake Team 7810,Fake User 7810,10,781
Fake Team 7811,Fake User 7811,1,782
Fake Team 7812,Fake User 7812,2,782
Fake Team 7813,Fake User 7813,3,782
Fake Team 7814,Fake User 7814,4,782
Fake Team 7815,Fake User 7815,5,782
Fake Team 7816,Fake User 7816,6,782
Fake Team 7817,Fake User 7817,7,782
Fake Team 7818,Fake User 7818,8,782
Fake Team 7819,Fake User 7819,9,782
Fake Team 7820,Fake User 7820,10,782
Fake Team 7821,Fake User 7821,1,783
Fake Team 7822,Fake User 7822,2,783
Fake Team 7823,Fake User 7823,3,783
Fake Team 7824,Fake User 7824,4,783
Fake Team 7825,Fake User 7825,5,783
Fake Team 7826,Fake User 7826,6,783
Fake Team 7827,Fake User 7827,7,783
Fake Team 7828,Fake User 7828,8,783
Fake Team 7829,Fake User 7829,9,783
Fake Team 7830,Fake User 7830,10,783
Fake Team 7831,Fake User 7831,1,784
Fake Team 7832,Fake User 7832,2,784
Fake Team 7833,Fake User 7833,3,784
Fake Team 7834,Fake User 7834,4,784
Fake Team 7835,Fake User 7835,5,784
Fake Team 7836,Fake User 7836,6,784
Fake Team 7837,Fake User 7837,7,784
Fake Team 7838,Fake User 7838,8,784
Fake Team 7839,Fake User 7839,9,784
Fake Team 7840,Fake User 7840,10,784
Fake Team 7841,Fake User 7841,1,785
Fake Team 7842,Fake User 7842,2,785
Fake Team 7843,Fake User 7843,3,785
Fake Team 7844,Fake User 7844,4,785
Fake Team 7845,Fake User 7845,5,785
Fake Team 7846,Fake User 7846,6,785
Fake Team 7847,Fake User 7847,7,785
Fake Team 7848,Fake User 7848,8,785
Fake Team 7849,Fake User 7849,9,785
Fake Team 7850,Fake User 7850,10,785
Fake Team 7851,Fake User 7851,1,786
Fake Team 7852,Fake User 7852,2,786
Fake Team 7853,Fake User 7853,3,786
Fake Team 7854,Fake User 7854,4,786
Fake Team 7855,Fake User 7855,5,786
Fake Team 7856,Fake User 7856,6,786
Fake Team 7857,Fake User 7857,7,786
Fake Team 7858,Fake User 7858,8,786
Fake Team 7859,Fake User 7859,9,786
Fake Team 7860,Fake User 7860,10,786
Fake Team 7861,Fake User 7861,1,787
Fake Team 7862,Fake User 7862,2,787
Fake Team 7863,Fake User 7863,3,787
Fake Team 7864,Fake User 7864,4,787
Fake Team 7865,Fake User 7865,5,787
Fake Team 7866,Fake User 7866,6,787
Fake Team 7867,Fake User 7867,7,787
Fake Team 7868,Fake User 7868,8,787
Fake Team 7869,Fake User 7869,9,787
Fake Team 7870,Fake User 7870,10,787
Fake Team 7871,Fake User 7871,1,788
Fake Team 7872,Fake User 7872,2,788
Fake Team 7873,Fake User 7873,3,788
Fake Team 7874,Fake User 7874,4,788
Fake Team 7875,Fake User 7875,5,788
Fake Team 7876,Fake User 7876,6,788
Fake Team 7877,Fake User 7877,7,788
Fake Team 7878,Fake User 7878,8,788
Fake Team 7879,Fake User 7879,9,788
Fake Team 7880,Fake User 7880,10,788
Fake Team 7881,Fake User 7881,1,789
Fake Team 7882,Fake User 7882,2,789
Fake Team 7883,Fake User 7883,3,789
Fake Team 7884,Fake User 7884,4,789
Fake Team 7885,Fake User 7885,5,789
Fake Team 7886,Fake User 7886,6,789
Fake Team 7887,Fake User 7887,7,789
Fake Team 7888,Fake User 7888,8,789
Fake Team 7889,Fake User 7889,9,789
Fake Team 7890,Fake User 7890,10,789
Fake Team 7891,Fake User 7891,1,790
Fake Team 7892,Fake User 7892,2,790
Fake Team 7893,Fake User 7893,3,790
Fake Team 7894,Fake User 7894,4,790
Fake Team 7895,Fake User 7895,5,790
Fake Team 7896,Fake User 7896,6,790
Fake Team 7897,Fake User 7897,7,790
Fake Team 7898,Fake User 7898,8,790
Fake Team 7899,Fake User 7899,9,790
Fake Team 7900,Fake User 7900,10,790
Fake Team 7901,Fake User 7901,1,791
Fake Team 7902,Fake User 7902,2,791
Fake Team 7903,Fake User 7903,3,791
Fake Team 7904,Fake User 7904,4,791
Fake Team 7905,Fake User 7905,5,791
Fake Team 7906,Fake User 7906,6,791
Fake Team 7907,Fake User 7907,7,791
Fake Team 7908,Fake User 7908,8,791
Fake Team 7909,Fake User 7909,9,791
Fake Team 7910,Fake User 7910,10,791
Fake Team 7911,Fake User 7911,1,792
Fake Team 7912,Fake User 7912,2,792
Fake Team 7913,Fake User 7913,3,792
Fake Team 7914,Fake User 7914,4,792
Fake Team 7915,Fake User 7915,5,792
Fake Team 7916,Fake User 7916,6,792
Fake Team 7917,Fake User 7917,7,792
Fake Team 7918,Fake User 7918,8,792
Fake Team 7919,Fake User 7919,9,792
Fake Team 7920,Fake User 7920,10,792
Fake Team 7921,Fake User 7921,1,793
Fake Team 7922,Fake User 7922,2,793
Fake Team 7923,Fake User 7923,3,793
Fake Team 7924,Fake User 7924,4,793
Fake Team 7925,Fake User 7925,5,793
Fake Team 7926,Fake User 7926,6,793
Fake Team 7927,Fake User 7927,7,793
Fake Team 7928,Fake User 7928,8,793
Fake Team 7929,Fake User 7929,9,793
Fake Team 7930,Fake User 7930,10,793
Fake Team 7931,Fake User 7931,1,794
Fake Team 7932,Fake User 7932,2,794
Fake Team 7933,Fake User 7933,3,794
Fake Team 7934,Fake User 7934,4,794
Fake Team 7935,Fake User 7935,5,794
Fake Team 7936,Fake User 7936,6,794
Fake Team 7937,Fake User 7937,7,794
Fake Team 7938,Fake User 7938,8,794
Fake Team 7939,Fake User 7939,9,794
Fake Team 7940,Fake User 7940,10,794
Fake Team 7941,Fake User 7941,1,795
Fake Team 7942,Fake User 7942,2,795
Fake Team 7943,Fake User 7943,3,795
Fake Team 7944,Fake User 7944,4,795
Fake Team 7945,Fake User 7945,5,795
Fake Team 7946,Fake User 7946,6,795
Fake Team 7947,Fake User 7947,7,795
Fake Team 7948,Fake User 7948,8,795
Fake Team 7949,Fake User 7949,9,795
Fake Team 7950,Fake User 7950,10,795
Fake Team 7951,Fake User 7951,1,796
Fake Team 7952,Fake User 7952,2,796
Fake Team 7953,Fake User 7953,3,796
Fake Team 7954,Fake User 7954,4,796
Fake Team 7955,Fake User 7955,5,796
Fake Team 7956,Fake User 7956,6,796
Fake Team 7957,Fake User 7957,7,796
Fake Team 7958,Fake User 7958,8,796
Fake Team 7959,Fake User 7959,9,796
Fake Team 7960,Fake User 7960,10,796
Fake Team 7961,Fake User 7961,1,797
Fake Team 7962,Fake User 7962,2,797
Fake Team 7963,Fake User 7963,3,797
Fake Team 7964,Fake User 7964,4,797
Fake Team 7965,Fake User 7965,5,797
Fake Team 7966,Fake User 7966,6,797
Fake Team 7967,Fake User 7967,7,797
Fake Team 7968,Fake User 7968,8,797
Fake Team 7969,Fake User 7969,9,797
Fake Team 7970,Fake User 7970,10,797
Fake Team 7971,Fake User 7971,1,798
Fake Team 7972,Fake User 7972,2,798
Fake Team 7973,Fake User 7973,3,798
Fake Team 7974,Fake User 7974,4,798
Fake Team 7975,Fake User 7975,5,798
Fake Team 7976,Fake User 7976,6,798
Fake Team 7977,Fake User 7977,7,798
Fake Team 7978,Fake User 7978,8,798
Fake Team 7979,Fake User 7979,9,798
Fake Team 7980,Fake User 7980,10,798
Fake Team 7981,Fake User 7981,1,799
Fake Team 7982,Fake User 7982,2,799
Fake Team 7983,Fake User 7983,3,799
Fake Team 7984,Fake User 7984,4,799
Fake Team 7985,Fake User 7985,5,799
Fake Team 7986,Fake User 7986,6,799
Fake Team 7987,Fake User 7987,7,799
Fake Team 7988,Fake User 7988,8,799
Fake Team 7989,Fake User 7989,9,799
Fake Team 7990,Fake User 7990,10,799
Fake Team 7991,Fake User 7991,1,800
Fake Team 7992,Fake User 7992,2,800
Fake Team 7993,Fake User 7993,3,800
Fake Team 7994,Fake User 7994,4,800
Fake Team 7995,Fake User 7995,5,800
Fake Team 7996,Fake User 7996,6,800
Fake Team 7997,Fake User 7997,7,800
Fake Team 7998,Fake User 7998,8,800
Fake Team 7999,Fake User 7999,9,800
Fake Team 8000,Fake User 8000,10,800
Fake Team 8001,Fake User 8001,1,801
Fake Team 8002,Fake User 8002,2,801
Fake Team 8003,Fake User 8003,3,801
Fake Team 8004,Fake User 8004,4,801
Fake Team 8005,Fake User 8005,5,801
Fake Team 8006,Fake User 8006,6,801
Fake Team 8007,Fake User 8007,7,801
Fake Team 8008,Fake User 8008,8,801
Fake Team 8009,Fake User 8009,9,801
Fake Team 8010,Fake User 8010,10,801
Fake Team 8011,Fake User 8011,1,802
Fake Team 8012,Fake User 8012,2,802
Fake Team 8013,Fake User 8013,3,802
Fake Team 8014,Fake User 8014,4,802
Fake Team 8015,Fake User 8015,5,802
Fake Team 8016,Fake User 8016,6,802
Fake Team 8017,Fake User 8017,7,802
Fake Team 8018,Fake User 8018,8,802
Fake Team 8019,Fake User 8019,9,802
Fake Team 8020,Fake User 8020,10,802
Fake Team 8021,Fake User 8021,1,803
Fake Team 8022,Fake User 8022,2,803
Fake Team 8023,Fake User 8023,3,803
Fake Team 8024,Fake User 8024,4,803
Fake Team 8025,Fake User 8025,5,803
Fake Team 8026,Fake User 8026,6,803
Fake Team 8027,Fake User 8027,7,803
Fake Team 8028,Fake User 8028,8,803
Fake Team 8029,Fake User 8029,9,803
Fake Team 8030,Fake User 8030,10,803
Fake Team 8031,Fake User 8031,1,804
Fake Team 8032,Fake User 8032,2,804
Fake Team 8033,Fake User 8033,3,804
Fake Team 8034,Fake User 8034,4,804
Fake Team 8035,Fake User 8035,5,804
Fake Team 8036,Fake User 8036,6,804
Fake Team 8037,Fake User 8037,7,804
Fake Team 8038,Fake User 8038,8,804
Fake Team 8039,Fake User 8039,9,804
Fake Team 8040,Fake User 8040,10,804
Fake Team 8041,Fake User 8041,1,805
Fake Team 8042,Fake User 8042,2,805
Fake Team 8043,Fake User 8043,3,805
Fake Team 8044,Fake User 8044,4,805
Fake Team 8045,Fake User 8045,5,805
Fake Team 8046,Fake User 8046,6,805
Fake Team 8047,Fake User 8047,7,805
Fake Team 8048,Fake User 8048,8,805
Fake Team 8049,Fake User 8049,9,805
Fake Team 8050,Fake User 8050,10,805
Fake Team 8051,Fake User 8051,1,806
Fake Team 8052,Fake User 8052,2,806
Fake Team 8053,Fake User 8053,3,806
Fake Team 8054,Fake User 8054,4,806
Fake Team 8055,Fake User 8055,5,806
Fake Team 8056,Fake User 8056,6,806
Fake Team 8057,Fake User 8057,7,806
Fake Team 8058,Fake User 8058,8,806
Fake Team 8059,Fake User 8059,9,806
Fake Team 8060,Fake User 8060,10,806
Fake Team 8061,Fake User 8061,1,807
Fake Team 8062,Fake User 8062,2,807
Fake Team 8063,Fake User 8063,3,807
Fake Team 8064,Fake User 8064,4,807
Fake Team 8065,Fake User 8065,5,807
Fake Team 8066,Fake User 8066,6,807
Fake Team 8067,Fake User 8067,7,807
Fake Team 8068,Fake User 8068,8,807
Fake Team 8069,Fake User 8069,9,807
Fake Team 8070,Fake User 8070,10,807
Fake Team 8071,Fake User 8071,1,808
Fake Team 8072,Fake User 8072,2,808
Fake Team 8073,Fake User 8073,3,808
Fake Team 8074,Fake User 8074,4,808
Fake Team 8075,Fake User 8075,5,808
Fake Team 8076,Fake User 8076,6,808
Fake Team 8077,Fake User 8077,7,808
Fake Team 8078,Fake User 8078,8,808
Fake Team 8079,Fake User 8079,9,808
Fake Team 8080,Fake User 8080,10,808
Fake Team 8081,Fake User 8081,1,809
Fake Team 8082,Fake User 8082,2,809
Fake Team 8083,Fake User 8083,3,809
Fake Team 8084,Fake User 8084,4,809
Fake Team 8085,Fake User 8085,5,809
Fake Team 8086,Fake User 8086,6,809
Fake Team 8087,Fake User 8087,7,809
Fake Team 8088,Fake User 8088,8,809
Fake Team 8089,Fake User 8089,9,809
Fake Team 8090,Fake User 8090,10,809
Fake Team 8091,Fake User 8091,1,810
Fake Team 8092,Fake User 8092,2,810
Fake Team 8093,Fake User 8093,3,810
Fake Team 8094,Fake User 8094,4,810
Fake Team 8095,Fake User 8095,5,810
Fake Team 8096,Fake User 8096,6,810
Fake Team 8097,Fake User 8097,7,810
Fake Team 8098,Fake User 8098,8,810
Fake Team 8099,Fake User 8099,9,810
Fake Team 8100,Fake User 8100,10,810
Fake Team 8101,Fake User 8101,1,811
Fake Team 8102,Fake User 8102,2,811
Fake Team 8103,Fake User 8103,3,811
Fake Team 8104,Fake User 8104,4,811
Fake Team 8105,Fake User 8105,5,811
Fake Team 8106,Fake User 8106,6,811
Fake Team 8107,Fake User 8107,7,811
Fake Team 8108,Fake User 8108,8,811
Fake Team 8109,Fake User 8109,9,811
Fake Team 8110,Fake User 8110,10,811
Fake Team 8111,Fake User 8111,1,812
Fake Team 8112,Fake User 8112,2,812
Fake Team 8113,Fake User 8113,3,812
Fake Team 8114,Fake User 8114,4,812
Fake Team 8115,Fake User 8115,5,812
Fake Team 8116,Fake User 8116,6,812
Fake Team 8117,Fake User 8117,7,812
Fake Team 8118,Fake User 8118,8,812
Fake Team 8119,Fake User 8119,9,812
Fake Team 8120,Fake User 8120,10,812
Fake Team 8121,Fake User 8121,1,813
Fake Team 8122,Fake User 8122,2,813
Fake Team 8123,Fake User 8123,3,813
Fake Team 8124,Fake User 8124,4,813
Fake Team 8125,Fake User 8125,5,813
Fake Team 8126,Fake User 8126,6,813
Fake Team 8127,Fake User 8127,7,813
Fake Team 8128,Fake User 8128,8,813
Fake Team 8129,Fake User 8129,9,813
Fake Team 8130,Fake User 8130,10,813
Fake Team 8131,Fake User 8131,1,814
Fake Team 8132,Fake User 8132,2,814
Fake Team 8133,Fake User 8133,3,814
Fake Team 8134,Fake User 8134,4,814
Fake Team 8135,Fake User 8135,5,814
Fake Team 8136,Fake User 8136,6,814
Fake Team 8137,Fake User 8137,7,814
Fake Team 8138,Fake User 8138,8,814
Fake Team 8139,Fake User 8139,9,814
Fake Team 8140,Fake User 8140,10,814
Fake Team 8141,Fake User 8141,1,815
Fake Team 8142,Fake User 8142,2,815
Fake Team 8143,Fake User 8143,3,815
Fake Team 8144,Fake User 8144,4,815
Fake Team 8145,Fake User 8145,5,815
Fake Team 8146,Fake User 8146,6,815
Fake Team 8147,Fake User 8147,7,815
Fake Team 8148,Fake User 8148,8,815
Fake Team 8149,Fake User 8149,9,815
Fake Team 8150,Fake User 8150,10,815
Fake Team 8151,Fake User 8151,1,816
Fake Team 8152,Fake User 8152,2,816
Fake Team 8153,Fake User 8153,3,816
Fake Team 8154,Fake User 8154,4,816
Fake Team 8155,Fake User 8155,5,816
Fake Team 8156,Fake User 8156,6,816
Fake Team 8157,Fake User 8157,7,816
Fake Team 8158,Fake User 8158,8,816
Fake Team 8159,Fake User 8159,9,816
Fake Team 8160,Fake User 8160,10,816
Fake Team 8161,Fake User 8161,1,817
Fake Team 8162,Fake User 8162,2,817
Fake Team 8163,Fake User 8163,3,817
Fake Team 8164,Fake User 8164,4,817
Fake Team 8165,Fake User 8165,5,817
Fake Team 8166,Fake User 8166,6,817
Fake Team 8167,Fake User 8167,7,817
Fake Team 8168,Fake User 8168,8,817
Fake Team 8169,Fake User 8169,9,817
Fake Team 8170,Fake User 8170,10,817
Fake Team 8171,Fake User 8171,1,818
Fake Team 8172,Fake User 8172,2,818
Fake Team 8173,Fake User 8173,3,818
Fake Team 8174,Fake User 8174,4,818
Fake Team 8175,Fake User 8175,5,818
Fake Team 8176,Fake User 8176,6,818
Fake Team 8177,Fake User 8177,7,818
Fake Team 8178,Fake User 8178,8,818
Fake Team 8179,Fake User 8179,9,818
Fake Team 8180,Fake User 8180,10,818
Fake Team 8181,Fake User 8181,1,819
Fake Team 8182,Fake User 8182,2,819
Fake Team 8183,Fake User 8183,3,819
Fake Team 8184,Fake User 8184,4,819
Fake Team 8185,Fake User 8185,5,819
Fake Team 8186,Fake User 8186,6,819
Fake Team 8187,Fake User 8187,7,819
Fake Team 8188,Fake User 8188,8,819
