draft_id,draft_name,draft_type,roster_size,draft_size,draft_status
1330,Fake Draft 1330,PPR,10,10,completed
1331,Fake Draft 1331,Standard,10,10,completed
1332,Fake Draft 1332,PPR,10,10,completed
1333,Fake Draft 1333,Standard,10,10,completed
1334,Fake Draft 1334,PPR,10,10,completed
1335,Fake Draft 1335,Standard,10,10,completed
1336,Fake Draft 1336,PPR,10,10,completed
1337,Fake Draft 1337,Standard,10,10,completed
1338,Fake Draft 1338,PPR,10,10,completed
1339,Fake Draft 1339,Standard,10,10,completed
1340,Fake Draft 1340,PPR,10,10,completed
1341,Fake Draft 1341,Standard,10,10,completed
1342,Fake Draft 1342,PPR,10,10,completed
1343,Fake Draft 1343,Standard,10,10,completed
1344,Fake Draft 1344,PPR,10,10,completed
1345,Fake Draft 1345,Standard,10,10,completed
1346,Fake Draft 1346,PPR,10,10,completed
1347,Fake Draft 1347,Standard,10,10,completed
1348,Fake Draft 1348,PPR,10,10,completed
1349,Fake Draft 1349,Standard,10,10,completed
1350,Fake Draft 1350,PPR,10,10,completed
1351,Fake Draft 1351,Standard,10,10,completed
1352,Fake Draft 1352,PPR,10,10,completed
1353,Fake Draft 1353,Standard,10,10,completed
1354,Fake Draft 1354,PPR,10,10,completed
1355,Fake Draft 1355,Standard,10,10,completed
1356,Fake Draft 1356,PPR,10,10,completed
1357,Fake Draft 1357,Standard,10,10,completed
1358,Fake Draft 1358,PPR,10,10,completed
1359,Fake Draft 1359,Standard,10,10,completed
1360,Fake Draft 1360,PPR,10,10,completed
1361,Fake Draft 1361,Standard,10,10,completed
1362,Fake Draft 1362,PPR,10,10,completed
1363,Fake Draft 1363,Standard,10,10,completed
1364,Fake Draft 1364,PPR,10,10,completed
1365,Fake Draft 1365,Standard,10,10,completed
1366,Fake Draft 1366,PPR,10,10,completed
1367,Fake Draft 1367,Standard,10,10,completed
1368,Fake Draft 1368,PPR,10,10,completed
1369,Fake Draft 1369,Standard,10,10,completed
1370,Fake Draft 1370,PPR,10,10,completed
1371,Fake Draft 1371,Standard,10,10,completed
1372,Fake Draft 1372,PPR,10,10,completed
1373,Fake Draft 1373,Standard,10,10,completed
1374,Fake Draft 1374,PPR,10,10,completed
1375,Fake Draft 1375,Standard,10,10,completed
1376,Fake Draft 1376,PPR,10,10,completed
1377,Fake Draft 1377,Standard,10,10,completed
1378,Fake Draft 1378,PPR,10,10,completed
1379,Fake Draft 1379,Standard,10,10,completed
1380,Fake Draft 1380,PPR,10,10,completed
1381,Fake Draft 1381,Standard,10,10,completed
1382,Fake Draft 1382,PPR,10,10,completed
1383,Fake Draft 1383,Standard,10,10,completed
1384,Fake Draft 1384,PPR,10,10,completed
1385,Fake Draft 1385,Standard,10,10,completed
1386,Fake Draft 1386,PPR,10,10,completed
1387,Fake Draft 1387,Standard,10,10,completed
1388,Fake Draft 1388,PPR,10,10,completed
1389,Fake Draft 1389,Standard,10,10,completed
1390,Fake Draft 1390,PPR,10,10,completed
1391,Fake Draft 1391,Standard,10,10,completed
1392,Fake Draft 1392,PPR,10,10,completed
1393,Fake Draft 1393,Standard,10,10,completed
1394,Fake Draft 1394,PPR,10,10,completed
1395,Fake Draft 1395,Standard,10,10,completed
1396,Fake Draft 1396,PPR,10,10,completed
1397,Fake Draft 1397,Standard,10,10,completed
1398,Fake Draft 1398,PPR,10,10,completed
1399,Fake Draft 1399,Standard,10,10,completed
1400,Fake Draft 1400,PPR,10,10,completed
1401,Fake Draft 1401,Standard,10,10,completed
1402,Fake Draft 1402,PPR,10,10,completed
1403,Fake Draft 1403,Standard,10,10,completed
1404,Fake Draft 1404,PPR,10,10,completed
1405,Fake Draft 1405,Standard,10,10,completed
1406,Fake Draft 1406,PPR,10,10,completed
1407,Fake Draft 1407,Standard,10,10,completed
1408,Fake Draft 1408,PPR,10,10,completed
1409,Fake Draft 1409,Standard,10,10,completed
1410,Fake Draft 1410,PPR,10,10,completed
1411,Fake Draft 1411,Standard,10,10,completed
1412,Fake Draft 1412,PPR,10,10,completed
1413,Fake Draft 1413,Standard,10,10,completed
1414,Fake Draft 1414,PPR,10,10,completed
1415,Fake Draft 1415,Standard,10,10,completed
1416,Fake Draft 1416,PPR,10,10,completed
1417,Fake Draft 1417,Standard,10,10,completed
1418,Fake Draft 1418,PPR,10,10,completed
1419,Fake Draft 1419,Standard,10,10,completed
1420,Fake Draft 1420,PPR,10,10,completed
1421,Fake Draft 1421,Standard,10,10,completed
1422,Fake Draft 1422,PPR,10,10,completed
1423,Fake Draft 1423,Standard,10,10,completed
1424,Fake Draft 1424,PPR,10,10,completed
1425,Fake Draft 1425,Standard,10,10,completed
1426,Fake Draft 1426,PPR,10,10,completed
1427,Fake Draft 1427,Standard,10,10,completed
1428,Fake Draft 1428,PPR,10,10,completed
1429,Fake Draft 1429,Standard,10,10,completed
1430,Fake Draft 1430,PPR,10,10,completed
1431,Fake Draft 1431,Standard,10,10,completed
1432,Fake Draft 1432,PPR,10,10,completed
1433,Fake Draft 1433,Standard,10,10,completed
1434,Fake Draft 1434,PPR,10,10,completed
1435,Fake Draft 1435,Standard,10,10,completed
1436,Fake Draft 1436,PPR,10,10,completed
1437,Fake Draft 1437,Standard,10,10,completed
1438,Fake Draft 1438,PPR,10,10,completed
1439,Fake Draft 1439,Standard,10,10,completed
1440,Fake Draft 1440,PPR,10,10,completed
1441,Fake Draft 1441,Standard,10,10,completed
1442,Fake Draft 1442,PPR,10,10,completed
1443,Fake Draft 1443,Standard,10,10,completed
1444,Fake Draft 1444,PPR,10,10,completed
1445,Fake Draft 1445,Standard,10,10,completed
1446,Fake Draft 1446,PPR,10,10,completed
1447,Fake Draft 1447,Standard,10,10,completed
1448,Fake Draft 1448,PPR,10,10,completed
1449,Fake Draft 1449,Standard,10,10,completed
1450,Fake Draft 1450,PPR,10,10,completed
1451,Fake Draft 1451,Standard,10,10,completed
1452,Fake Draft 1452,PPR,10,10,completed
1453,Fake Draft 1453,Standard,10,10,completed
1454,Fake Draft 1454,PPR,10,10,completed
1455,Fake Draft 1455,Standard,10,10,completed
1456,Fake Draft 1456,PPR,10,10,completed
1457,Fake Draft 1457,Standard,10,10,completed
1458,Fake Draft 1458,PPR,10,10,completed
1459,Fake Draft 1459,Standard,10,10,completed
1460,Fake Draft 1460,PPR,10,10,completed
1461,Fake Draft 1461,Standard,10,10,completed
1462,Fake Draft 1462,PPR,10,10,completed
1463,Fake Draft 1463,Standard,10,10,completed
1464,Fake Draft 1464,PPR,10,10,completed
1465,Fake Draft 1465,Standard,10,10,completed
1466,Fake Draft 1466,PPR,10,10,completed
1467,Fake Draft 1467,Standard,10,10,completed
1468,Fake Draft 1468,PPR,10,10,completed
1469,Fake Draft 1469,Standard,10,10,completed
1470,Fake Draft 1470,PPR,10,10,completed
1471,Fake Draft 1471,Standard,10,10,completed
1472,Fake Draft 1472,PPR,10,10,completed
1473,Fake Draft 1473,Standard,10,10,completed
1474,Fake Draft 1474,PPR,10,10,completed
1475,Fake Draft 1475,Standard,10,10,completed
1476,Fake Draft 1476,PPR,10,10,completed
1477,Fake Draft 1477,Standard,10,10,completed
1478,Fake Draft 1478,PPR,10,10,completed
1479,Fake Draft 1479,Standard,10,10,completed
1480,Fake Draft 1480,PPR,10,10,completed
1481,Fake Draft 1481,Standard,10,10,completed
1482,Fake Draft 1482,PPR,10,10,completed
1483,Fake Draft 1483,Standard,10,10,completed
1484,Fake Draft 1484,PPR,10,10,completed
1485,Fake Draft 1485,Standard,10,10,completed
1486,Fake Draft 1486,PPR,10,10,completed
1487,Fake Draft 1487,Standard,10,10,completed
1488,Fake Draft 1488,PPR,10,10,completed
1489,Fake Draft 1489,Standard,10,10,completed
1490,Fake Draft 1490,PPR,10,10,completed
1491,Fake Draft 1491,Standard,10,10,completed
1492,Fake Draft 1492,PPR,10,10,completed
1493,Fake Draft 1493,Standard,10,10,completed
1494,Fake Draft 1494,PPR,10,10,completed
1495,Fake Draft 1495,Standard,10,10,completed
1496,Fake Draft 1496,PPR,10,10,completed
1497,Fake Draft 1497,Standard,10,10,completed
1498,Fake Draft 1498,PPR,10,10,completed
1499,Fake Draft 1499,Standard,10,10,completed
1500,Fake Draft 1500,PPR,10,10,completed
1501,Fake Draft 1501,Standard,10,10,completed
1502,Fake Draft 1502,PPR,10,10,completed
1503,Fake Draft 1503,Standard,10,10,completed
1504,Fake Draft 1504,PPR,10,10,completed
1505,Fake Draft 1505,Standard,10,10,completed
1506,Fake Draft 1506,PPR,10,10,completed
1507,Fake Draft 1507,Standard,10,10,completed
1508,Fake Draft 1508,PPR,10,10,completed
1509,Fake Draft 1509,Standard,10,10,completed
1510,Fake Draft 1510,PPR,10,10,completed
1511,Fake Draft 1511,Standard,10,10,completed
1512,Fake Draft 1512,PPR,10,10,completed
1513,Fake Draft 1513,Standard,10,10,completed
1514,Fake Draft 1514,PPR,10,10,completed
1515,Fake Draft 1515,Standard,10,10,completed
1516,Fake Draft 1516,PPR,10,10,completed
1517,Fake Draft 1517,Standard,10,10,completed
1518,Fake Draft 1518,PPR,10,10,completed
1519,Fake Draft 1519,Standard,10,10,completed
1520,Fake Draft 1520,PPR,10,10,completed
1521,Fake Draft 1521,Standard,10,10,completed
1522,Fake Draft 1522,PPR,10,10,completed
1523,Fake Draft 1523,Standard,10,10,completed
1524,Fake Draft 1524,PPR,10,10,completed
1525,Fake Draft 1525,Standard,10,10,completed
1526,Fake Draft 1526,PPR,10,10,completed
1527,Fake Draft 1527,Standard,10,10,completed
1528,Fake Draft 1528,PPR,10,10,completed
1529,Fake Draft 1529,Standard,10,10,completed
1530,Fake Draft 1530,PPR,10,10,completed
1531,Fake Draft 1531,Standard,10,10,completed
1532,Fake Draft 1532,PPR,10,10,completed
1533,Fake Draft 1533,Standard,10,10,completed
1534,Fake Draft 1534,PPR,10,10,completed
1535,Fake Draft 1535,Standard,10,10,completed
1536,Fake Draft 1536,PPR,10,10,completed
1537,Fake Draft 1537,Standard,10,10,completed
1538,Fake Draft 1538,PPR,10,10,completed
1539,Fake Draft 1539,Standard,10,10,completed
1540,Fake Draft 1540,PPR,10,10,completed
1541,Fake Draft 1541,Standard,10,10,completed
1542,Fake Draft 1542,PPR,10,10,completed
1543,Fake Draft 1543,Standard,10,10,completed
1544,Fake Draft 1544,PPR,10,10,completed
1545,Fake Draft 1545,Standard,10,10,completed
1546,Fake Draft 1546,PPR,10,10,completed
1547,Fake Draft 1547,Standard,10,10,completed
1548,Fake Draft 1548,PPR,10,10,completed
1549,Fake Draft 1549,Standard,10,10,completed
1550,Fake Draft 1550,PPR,10,10,completed
1551,Fake Draft 1551,Standard,10,10,completed
1552,Fake Draft 1552,PPR,10,10,completed
1553,Fake Draft 1553,Standard,10,10,completed
1554,Fake Draft 1554,PPR,10,10,completed
1555,Fake Draft 1555,Standard,10,10,completed
1556,Fake Draft 1556,PPR,10,10,completed
1557,Fake Draft 1557,Standard,10,10,completed
1558,Fake Draft 1558,PPR,10,10,completed
1559,Fake Draft 1559,Standard,10,10,completed
1560,Fake Draft 1560,PPR,10,10,completed
1561,Fake Draft 1561,Standard,10,10,completed
1562,Fake Draft 1562,PPR,10,10,completed
1563,Fake Draft 1563,Standard,10,10,completed
1564,Fake Draft 1564,PPR,10,10,completed
1565,Fake Draft 1565,Standard,10,10,completed
1566,Fake Draft 1566,PPR,10,10,completed
1567,Fake Draft 1567,Standard,10,10,completed
1568,Fake Draft 1568,PPR,10,10,completed
1569,Fake Draft 1569,Standard,10,10,completed
1570,Fake Draft 1570,PPR,10,10,completed
1571,Fake Draft 1571,Standard,10,10,completed
1572,Fake Draft 1572,PPR,10,10,completed
1573,Fake Draft 1573,Standard,10,10,completed
1574,Fake Draft 1574,PPR,10,10,completed
1575,Fake Draft 1575,Standard,10,10,completed
1576,Fake Draft 1576,PPR,10,10,completed
1577,Fake Draft 1577,Standard,10,10,completed
1578,Fake Draft 1578,PPR,10,10,completed
1579,Fake Draft 1579,Standard,10,10,completed
1580,Fake Draft 1580,PPR,10,10,completed
1581,Fake Draft 1581,Standard,10,10,completed
1582,Fake Draft 1582,PPR,10,10,completed
1583,Fake Draft 1583,Standard,10,10,completed
1584,Fake Draft 1584,PPR,10,10,completed
1585,Fake Draft 1585,Standard,10,10,completed
1586,Fake Draft 1586,PPR,10,10,completed
1587,Fake Draft 1587,Standard,10,10,completed
1588,Fake Draft 1588,PPR,10,10,completed
1589,Fake Draft 1589,Standard,10,10,completed
1590,Fake Draft 1590,PPR,10,10,completed
1591,Fake Draft 1591,Standard,10,10,completed
1592,Fake Draft 1592,PPR,10,10,completed
1593,Fake Draft 1593,Standard,10,10,completed
1594,Fake Draft 1594,PPR,10,10,completed
1595,Fake Draft 1595,Standard,10,10,completed
1596,Fake Draft 1596,PPR,10,10,completed
1597,Fake Draft 1597,Standard,10,10,completed
1598,Fake Draft 1598,PPR,10,10,completed
1599,Fake Draft 1599,Standard,10,10,completed
1600,Fake Draft 1600,PPR,10,10,completed
1601,Fake Draft 1601,Standard,10,10,completed
1602,Fake Draft 1602,PPR,10,10,completed
1603,Fake Draft 1603,Standard,10,10,completed
1604,Fake Draft 1604,PPR,10,10,completed
1605,Fake Draft 1605,Standard,10,10,completed
1606,Fake Draft 1606,PPR,10,10,completed
1607,Fake Draft 1607,Standard,10,10,completed
1608,Fake Draft 1608,PPR,10,10,completed
1609,Fake Draft 1609,Standard,10,10,completed
1610,Fake Draft 1610,PPR,10,10,completed
1611,Fake Draft 1611,Standard,10,10,completed
1612,Fake Draft 1612,PPR,10,10,completed
1613,Fake Draft 1613,Standard,10,10,completed
1614,Fake Draft 1614,PPR,10,10,completed
1615,Fake Draft 1615,Standard,10,10,completed
1616,Fake Draft 1616,PPR,10,10,completed
1617,Fake Draft 1617,Standard,10,10,completed
1618,Fake Draft 1618,PPR,10,10,completed
1619,Fake Draft 1619,Standard,10,10,completed
1620,Fake Draft 1620,PPR,10,10,completed
1621,Fake Draft 1621,Standard,10,10,completed
1622,Fake Draft 1622,PPR,10,10,completed
1623,Fake Draft 1623,Standard,10,10,completed
1624,Fake Draft 1624,PPR,10,10,completed
1625,Fake Draft 1625,Standard,10,10,completed
1626,Fake Draft 1626,PPR,10,10,completed
1627,Fake Draft 1627,Standard,10,10,completed
1628,Fake Draft 1628,PPR,10,10,completed
1629,Fake Draft 1629,Standard,10,10,completed
1630,Fake Draft 1630,PPR,10,10,completed
1631,Fake Draft 1631,Standard,10,10,completed
1632,Fake Draft 1632,PPR,10,10,completed
1633,Fake Draft 1633,Standard,10,10,completed
1634,Fake Draft 1634,PPR,10,10,completed
1635,Fake Draft 1635,Standard,10,10,completed
1636,Fake Draft 1636,PPR,10,10,completed
1637,Fake Draft 1637,Standard,10,10,completed
1638,Fake Draft 1638,PPR,10,10,completed
1639,Fake Draft 1639,Standard,10,10,completed
1640,Fake Draft 1640,PPR,10,10,completed
1641,Fake Draft 1641,Standard,10,10,completed
1642,Fake Draft 1642,PPR,10,10,completed
1643,Fake Draft 1643,Standard,10,10,completed
1644,Fake Draft 1644,PPR,10,10,completed
1645,Fake Draft 1645,Standard,10,10,completed
1646,Fake Draft 1646,PPR,10,10,completed
1647,Fake Draft 1647,Standard,10,10,completed
1648,Fake Draft 1648,PPR,10,10,completed
1649,Fake Draft 1649,Standard,10,10,completed
1650,Fake Draft 1650,PPR,10,10,completed
1651,Fake Draft 1651,Standard,10,10,completed
1652,Fake Draft 1652,PPR,10,10,completed
1653,Fake Draft 1653,Standard,10,10,completed
1654,Fake Draft 1654,PPR,10,10,completed
1655,Fake Draft 1655,Standard,10,10,completed
1656,Fake Draft 1656,PPR,10,10,completed
1657,Fake Draft 1657,Standard,10,10,completed
1658,Fake Draft 1658,PPR,10,10,completed
1659,Fake Draft 1659,Standard,10,10,completed
1660,Fake Draft 1660,PPR,10,10,completed
1661,Fake Draft 1661,Standard,10,10,completed
1662,Fake Draft 1662,PPR,10,10,completed
1663,Fake Draft 1663,Standard,10,10,completed
1664,Fake Draft 1664,PPR,10,10,completed
1665,Fake Draft 1665,Standard,10,10,completed
1666,Fake Draft 1666,PPR,10,10,completed
1667,Fake Draft 1667,Standard,10,10,completed
1668,Fake Draft 1668,PPR,10,10,completed
1669,Fake Draft 1669,Standard,10,10,completed
1670,Fake Draft 1670,PPR,10,10,completed
1671,Fake Draft 1671,Standard,10,10,completed
1672,Fake Draft 1672,PPR,10,10,completed
1673,Fake Draft 1673,Standard,10,10,completed
1674,Fake Draft 1674,PPR,10,10,completed
1675,Fake Draft 1675,Standard,10,10,completed
1676,Fake Draft 1676,PPR,10,10,completed
1677,Fake Draft 1677,Standard,10,10,completed
1678,Fake Draft 1678,PPR,10,10,completed
1679,Fake Draft 1679,Standard,10,10,completed
1680,Fake Draft 1680,PPR,10,10,completed
1681,Fake Draft 1681,Standard,10,10,completed
1682,Fake Draft 1682,PPR,10,10,completed
1683,Fake Draft 1683,Standard,10,10,completed
1684,Fake Draft 1684,PPR,10,10,completed
1685,Fake Draft 1685,Standard,10,10,completed
1686,Fake Draft 1686,PPR,10,10,completed
1687,Fake Draft 1687,Standard,10,10,completed
1688,Fake Draft 1688,PPR,10,10,completed
1689,Fake Draft 1689,Standard,10,10,completed
1690,Fake Draft 1690,PPR,10,10,completed
1691,Fake Draft 1691,Standard,10,10,completed
1692,Fake Draft 1692,PPR,10,10,completed
1693,Fake Draft 1693,Standard,10,10,completed
1694,Fake Draft 1694,PPR,10,10,completed
1695,Fake Draft 1695,Standard,10,10,completed
1696,Fake Draft 1696,PPR,10,10,completed
1697,Fake Draft 1697,Standard,10,10,completed
1698,Fake Draft 1698,PPR,10,10,completed
1699,Fake Draft 1699,Standard,10,10,completed
1700,Fake Draft 1700,PPR,10,10,completed
1701,Fake Draft 1701,Standard,10,10,completed
1702,Fake Draft 1702,PPR,10,10,completed
1703,Fake Draft 1703,Standard,10,10,completed
1704,Fake Draft 1704,PPR,10,10,completed
1705,Fake Draft 1705,Standard,10,10,completed
1706,Fake Draft 1706,PPR,10,10,completed
1707,Fake Draft 1707,Standard,10,10,completed
1708,Fake Draft 1708,PPR,10,10,completed
1709,Fake Draft 1709,Standard,10,10,completed
1710,Fake Draft 1710,PPR,10,10,completed
1711,Fake Draft 1711,Standard,10,10,completed
1712,Fake Draft 1712,PPR,10,10,completed
1713,Fake Draft 1713,Standard,10,10,completed
1714,Fake Draft 1714,PPR,10,10,completed
1715,Fake Draft 1715,Standard,10,10,completed
1716,Fake Draft 1716,PPR,10,10,completed
1717,Fake Draft 1717,Standard,10,10,completed
1718,Fake Draft 1718,PPR,10,10,completed
1719,Fake Draft 1719,Standard,10,10,completed
1720,Fake Draft 1720,PPR,10,10,completed
1721,Fake Draft 1721,Standard,10,10,completed
1722,Fake Draft 1722,PPR,10,10,completed
1723,Fake Draft 1723,Standard,10,10,completed
1724,Fake Draft 1724,PPR,10,10,completed
1725,Fake Draft 1725,Standard,10,10,completed
1726,Fake Draft 1726,PPR,10,10,completed
1727,Fake Draft 1727,Standard,10,10,completed
1728,Fake Draft 1728,PPR,10,10,completed
1729,Fake Draft 1729,Standard,10,10,completed
1730,Fake Draft 1730,PPR,10,10,completed
1731,Fake Draft 1731,Standard,10,10,completed
1732,Fake Draft 1732,PPR,10,10,completed
1733,Fake Draft 1733,Standard,10,10,completed
1734,Fake Draft 1734,PPR,10,10,completed
1735,Fake Draft 1735,Standard,10,10,completed
1736,Fake Draft 1736,PPR,10,10,completed
1737,Fake Draft 1737,Standard,10,10,completed
1738,Fake Draft 1738,PPR,10,10,completed
1739,Fake Draft 1739,Standard,10,10,completed
1740,Fake Draft 1740,PPR,10,10,completed
1741,Fake Draft 1741,Standard,10,10,completed
1742,Fake Draft 1742,PPR,10,10,completed
1743,Fake Draft 1743,Standard,10,10,completed
1744,Fake Draft 1744,PPR,10,10,completed
1745,Fake Draft 1745,Standard,10,10,completed
1746,Fake Draft 1746,PPR,10,10,completed
1747,Fake Draft 1747,Standard,10,10,completed
1748,Fake Draft 1748,PPR,10,10,completed
1749,Fake Draft 1749,Standard,10,10,completed
1750,Fake Draft 1750,PPR,10,10,completed
1751,Fake Draft 1751,Standard,10,10,completed
1752,Fake Draft 1752,PPR,10,10,completed
1753,Fake Draft 1753,Standard,10,10,completed
1754,Fake Draft 1754,PPR,10,10,completed
1755,Fake Draft 1755,Standard,10,10,completed
1756,Fake Draft 1756,PPR,10,10,completed
1757,Fake Draft 1757,Standard,10,10,completed
1758,Fake Draft 1758,PPR,10,10,completed
1759,Fake Draft 1759,Standard,10,10,completed
1760,Fake Draft 1760,PPR,10,10,completed
1761,Fake Draft 1761,Standard,10,10,completed
1762,Fake Draft 1762,PPR,10,10,completed
1763,Fake Draft 1763,Standard,10,10,completed
1764,Fake Draft 1764,PPR,10,10,completed
1765,Fake Draft 1765,Standard,10,10,completed
1766,Fake Draft 1766,PPR,10,10,completed
1767,Fake Draft 1767,Standard,10,10,completed
1768,Fake Draft 1768,PPR,10,10,completed
1769,Fake Draft 1769,Standard,10,10,completed
1770,Fake Draft 1770,PPR,10,10,completed
1771,Fake Draft 1771,Standard,10,10,completed
1772,Fake Draft 1772,PPR,10,10,completed
1773,Fake Draft 1773,Standard,10,10,completed
1774,Fake Draft 1774,PPR,10,10,completed
1775,Fake Draft 1775,Standard,10,10,completed
1776,Fake Draft 1776,PPR,10,10,completed
1777,Fake Draft 1777,Standard,10,10,completed
1778,Fake Draft 1778,PPR,10,10,completed
1779,Fake Draft 1779,Standard,10,10,completed
1780,Fake Draft 1780,PPR,10,10,completed
1781,Fake Draft 1781,Standard,10,10,completed
1782,Fake Draft 1782,PPR,10,10,completed
1783,Fake Draft 1783,Standard,10,10,completed
1784,Fake Draft 1784,PPR,10,10,completed
1785,Fake Draft 1785,Standard,10,10,completed
1786,Fake Draft 1786,PPR,10,10,completed
1787,Fake Draft 1787,Standard,10,10,completed
1788,Fake Draft 1788,PPR,10,10,completed
1789,Fake Draft 1789,Standard,10,10,completed
1790,Fake Draft 1790,PPR,10,10,completed
1791,Fake Draft 1791,Standard,10,10,completed
1792,Fake Draft 1792,PPR,10,10,completed
1793,Fake Draft 1793,Standard,10,10,completed
1794,Fake Draft 1794,PPR,10,10,completed
1795,Fake Draft 1795,Standard,10,10,completed
1796,Fake Draft 1796,PPR,10,10,completed
1797,Fake Draft 1797,Standard,10,10,completed
1798,Fake Draft 1798,PPR,10,10,completed
1799,Fake Draft 1799,Standard,10,10,completed
1800,Fake Draft 1800,PPR,10,10,completed
1801,Fake Draft 1801,Standard,10,10,completed
1802,Fake Draft 1802,PPR,10,10,completed
1803,Fake Draft 1803,Standard,10,10,completed
1804,Fake Draft 1804,PPR,10,10,completed
1805,Fake Draft 1805,Standard,10,10,completed
1806,Fake Draft 1806,PPR,10,10,completed
1807,Fake Draft 1807,Standard,10,10,completed
1808,Fake Draft 1808,PPR,10,10,completed
1809,Fake Draft 1809,Standard,10,10,completed
1810,Fake Draft 1810,PPR,10,10,completed
1811,Fake Draft 1811,Standard,10,10,completed
1812,Fake Draft 1812,PPR,10,10,completed
1813,Fake Draft 1813,Standard,10,10,completed
1814,Fake Draft 1814,PPR,10,10,completed
1815,Fake Draft 1815,Standard,10,10,completed
1816,Fake Draft 1816,PPR,10,10,completed
1817,Fake Draft 1817,Standard,10,10,completed
1818,Fake Draft 1818,PPR,10,10,completed
1819,Fake Draft 1819,Standard,10,10,completed
1820,Fake Draft 1820,PPR,10,10,completed
1821,Fake Draft 1821,Standard,10,10,completed
1822,Fake Draft 1822,PPR,10,10,completed
1823,Fake Draft 1823,Standard,10,10,completed
1824,Fake Draft 1824,PPR,10,10,completed
1825,Fake Draft 1825,Standard,10,10,completed
1826,Fake Draft 1826,PPR,10,10,completed
1827,Fake Draft 1827,Standard,10,10,completed
1828,Fake Draft 1828,PPR,10,10,completed
1829,Fake Draft 1829,Standard,10,10,completed
1830,Fake Draft 1830,PPR,10,10,completed
1831,Fake Draft 1831,Standard,10,10,completed
1832,Fake Draft 1832,PPR,10,10,completed
1833,Fake Draft 1833,Standard,10,10,completed
1834,Fake Draft 1834,PPR,10,10,completed
1835,Fake Draft 1835,Standard,10,10,completed
1836,Fake Draft 1836,PPR,10,10,completed
1837,Fake Draft 1837,Standard,10,10,completed
1838,Fake Draft 1838,PPR,10,10,completed
1839,Fake Draft 1839,Standard,10,10,completed
1840,Fake Draft 1840,PPR,10,10,completed
1841,Fake Draft 1841,Standard,10,10,completed
1842,Fake Draft 1842,PPR,10,10,completed
1843,Fake Draft 1843,Standard,10,10,completed
1844,Fake Draft 1844,PPR,10,10,completed
1845,Fake Draft 1845,Standard,10,10,completed
1846,Fake Draft 1846,PPR,10,10,completed
1847,Fake Draft 1847,Standard,10,10,completed
1848,Fake Draft 1848,PPR,10,10,completed
1849,Fake Draft 1849,Standard,10,10,completed
1850,Fake Draft 1850,PPR,10,10,completed
1851,Fake Draft 1851,Standard,10,10,completed
1852,Fake Draft 1852,PPR,10,10,completed
1853,Fake Draft 1853,Standard,10,10,completed
1854,Fake Draft 1854,PPR,10,10,completed
1855,Fake Draft 1855,Standard,10,10,completed
1856,Fake Draft 1856,PPR,10,10,completed
1857,Fake Draft 1857,Standard,10,10,completed
1858,Fake Draft 1858,PPR,10,10,completed
1859,Fake Draft 1859,Standard,10,10,completed
1860,Fake Draft 1860,PPR,10,10,completed
1861,Fake Draft 1861,Standard,10,10,completed
1862,Fake Draft 1862,PPR,10,10,completed
1863,Fake Draft 1863,Standard,10,10,completed
1864,Fake Draft 1864,PPR,10,10,completed
1865,Fake Draft 1865,Standard,10,10,completed
1866,Fake Draft 1866,PPR,10,10,completed
1867,Fake Draft 1867,Standard,10,10,completed
1868,Fake Draft 1868,PPR,10,10,completed
1869,Fake Draft 1869,Standard,10,10,completed
1870,Fake Draft 1870,PPR,10,10,completed
1871,Fake Draft 1871,Standard,10,10,completed
1872,Fake Draft 1872,PPR,10,10,completed
1873,Fake Draft 1873,Standard,10,10,completed
1874,Fake Draft 1874,PPR,10,10,completed
1875,Fake Draft 1875,Standard,10,10,completed
1876,Fake Draft 1876,PPR,10,10,completed
1877,Fake Draft 1877,Standard,10,10,completed
1878,Fake Draft 1878,PPR,10,10,completed
1879,Fake Draft 1879,Standard,10,10,completed
1880,Fake Draft 1880,PPR,10,10,completed
1881,Fake Draft 1881,Standard,10,10,completed
1882,Fake Draft 1882,PPR,10,10,completed
1883,Fake Draft 1883,Standard,10,10,completed
1884,Fake Draft 1884,PPR,10,10,completed
1885,Fake Draft 1885,Standard,10,10,completed
1886,Fake Draft 1886,PPR,10,10,completed
1887,Fake Draft 1887,Standard,10,10,completed
1888,Fake Draft 1888,PPR,10,10,completed
1889,Fake Draft 1889,Standard,10,10,completed
1890,Fake Draft 1890,PPR,10,10,completed
1891,Fake Draft 1891,Standard,10,10,completed
1892,Fake Draft 1892,PPR,10,10,completed
1893,Fake Draft 1893,Standard,10,10,completed
1894,Fake Draft 1894,PPR,10,10,completed
1895,Fake Draft 1895,Standard,10,10,completed
1896,Fake Draft 1896,PPR,10,10,completed
1897,Fake Draft 1897,Standard,10,10,completed
1898,Fake Draft 1898,PPR,10,10,completed
1899,Fake Draft 1899,Standard,10,10,completed
1900,Fake Draft 1900,PPR,10,10,completed
1901,Fake Draft 1901,Standard,10,10,completed
1902,Fake Draft 1902,PPR,10,10,completed
1903,Fake Draft 1903,Standard,10,10,completed
1904,Fake Draft 1904,PPR,10,10,completed
1905,Fake Draft 1905,Standard,10,10,completed
1906,Fake Draft 1906,PPR,10,10,completed
1907,Fake Draft 1907,Standard,10,10,completed
1908,Fake Draft 1908,PPR,10,10,completed
1909,Fake Draft 1909,Standard,10,10,completed
1910,Fake Draft 1910,PPR,10,10,completed
1911,Fake Draft 1911,Standard,10,10,completed
